Timestamp;Actual_Consumption;Forecast_Value;Lower_Bound;Upper_Bound
2024-11-22 12:00:00;9787,749;9678,692;9542,150;9815,234
2024-11-22 13:00:00;9538,674;9384,553;9248,011;9521,095
2024-11-22 14:00:00;9354,936;9374,459;9237,917;9511,001
2024-11-22 15:00:00;9394,229;9561,483;9424,941;9698,025
2024-11-22 16:00:00;9673,792;9811,690;9675,148;9948,232
2024-11-22 17:00:00;9748,447;9488,315;9351,773;9624,857
2024-11-22 18:00:00;9532,216;9131,415;8994,873;9267,957
2024-11-22 19:00:00;9156,441;8695,562;8559,021;8832,104
2024-11-22 20:00:00;8673,323;8063,448;7926,906;8199,990
2024-11-22 21:00:00;8193,366;7922,590;7786,048;8059,132
2024-11-22 22:00:00;7966,223;7649,284;7512,742;7785,826
2024-11-22 23:00:00;7513,162;7208,116;7071,574;7344,658
2024-11-23 00:00:00;7289,032;6861,862;6725,320;6998,404
2024-11-23 01:00:00;7017,425;6952,669;6816,127;7089,211
2024-11-23 02:00:00;6878,518;6889,002;6752,460;7025,544
2024-11-23 03:00:00;6699,503;6646,874;6510,332;6783,416
2024-11-23 04:00:00;6754,916;6957,391;6820,849;7093,933
2024-11-23 05:00:00;7033,414;7631,844;7495,302;7768,386
2024-11-23 06:00:00;7441,642;7842,416;7705,874;7978,958
2024-11-23 07:00:00;7823,307;7888,897;7752,355;8025,439
2024-11-23 08:00:00;8051,410;8059,973;7923,431;8196,515
2024-11-23 09:00:00;8084,713;8184,710;8048,168;8321,252
2024-11-23 10:00:00;8017,152;7857,861;7721,319;7994,403
2024-11-23 11:00:00;7878,864;7508,590;7372,048;7645,132
2024-11-23 12:00:00;7686,383;7670,984;7534,442;7807,526
2024-11-23 13:00:00;7459,620;7341,502;7204,960;7478,044
2024-11-23 14:00:00;7388,700;7516,402;7379,860;7652,944
2024-11-23 15:00:00;7690,342;8225,541;8088,999;8362,083
2024-11-23 16:00:00;8186,896;8555,404;8418,862;8691,946
2024-11-23 17:00:00;8388,592;8097,932;7961,390;8234,474
2024-11-23 18:00:00;8166,534;7731,954;7595,412;7868,496
2024-11-23 19:00:00;7865,158;7628,751;7492,209;7765,293
2024-11-23 20:00:00;7588,508;7357,168;7220,626;7493,710
2024-11-23 21:00:00;7227,825;7025,001;6888,459;7161,543
2024-11-23 22:00:00;7145,818;6720,224;6583,682;6856,766
2024-11-23 23:00:00;6732,522;6500,490;6363,948;6637,032
2024-11-24 00:00:00;6418,266;6115,625;5979,083;6252,167
2024-11-24 01:00:00;6127,365;6014,730;5878,188;6151,272
2024-11-24 02:00:00;5993,011;5854,219;5717,677;5990,761
2024-11-24 03:00:00;5879,035;5906,897;5770,355;6043,439
2024-11-24 04:00:00;5907,768;6238,083;6101,542;6374,625
2024-11-24 05:00:00;6006,097;6376,026;6239,484;6512,568
2024-11-24 06:00:00;6212,560;6263,762;6127,220;6400,304
2024-11-24 07:00:00;6496,643;6597,348;6460,806;6733,890
2024-11-24 08:00:00;6759,478;7022,178;6885,636;7158,720
2024-11-24 09:00:00;6988,094;7240,590;7104,048;7377,132
2024-11-24 10:00:00;7185,516;7178,519;7041,977;7315,061
2024-11-24 11:00:00;7188,564;6987,717;6851,175;7124,259
2024-11-24 12:00:00;6893,885;6751,244;6614,702;6887,786
2024-11-24 13:00:00;6617,642;6358,878;6222,336;6495,420
2024-11-24 14:00:00;6490,520;6667,849;6531,307;6804,391
2024-11-24 15:00:00;6701,195;7218,986;7082,444;7355,528
2024-11-24 16:00:00;7148,063;7419,311;7282,769;7555,853
2024-11-24 17:00:00;7427,110;7303,177;7166,635;7439,719
2024-11-24 18:00:00;7456,053;7381,757;7245,215;7518,299
2024-11-24 19:00:00;7296,192;7094,805;6958,263;7231,347
2024-11-24 20:00:00;7011,665;6574,239;6437,697;6710,781
2024-11-24 21:00:00;6703,120;6581,114;6444,572;6717,656
2024-11-24 22:00:00;6732,274;6572,458;6435,916;6709,000
2024-11-24 23:00:00;6386,471;6160,558;6024,016;6297,100
2024-11-25 00:00:00;6167,324;5782,200;5645,658;5918,742
2024-11-25 01:00:00;6017,376;6078,959;5942,417;6215,501
2024-11-25 02:00:00;5984,003;6052,188;5915,646;6188,730
2024-11-25 03:00:00;5983,941;6120,198;5983,656;6256,740
2024-11-25 04:00:00;6222,493;6813,862;6677,320;6950,404
2024-11-25 05:00:00;6993,575;8089,939;7953,397;8226,481
2024-11-25 06:00:00;8200,251;9113,407;8976,865;9249,949
2024-11-25 07:00:00;9079,727;9388,596;9252,054;9525,138
2024-11-25 08:00:00;9156,590;8814,369;8677,827;8950,911
2024-11-25 09:00:00;8840,977;8515,281;8378,739;8651,823
2024-11-25 10:00:00;8658,388;8605,951;8469,409;8742,493
2024-11-25 11:00:00;8445,005;8289,504;8152,962;8426,046
2024-11-25 12:00:00;8171,884;7975,316;7838,774;8111,858
2024-11-25 13:00:00;8149,752;8088,148;7951,606;8224,690
2024-11-25 14:00:00;8239,298;8604,942;8468,400;8741,484
2024-11-25 15:00:00;8541,160;8960,201;8823,659;9096,743
2024-11-25 16:00:00;8910,330;9003,697;8867,155;9140,239
2024-11-25 17:00:00;9069,939;8906,698;8770,156;9043,240
2024-11-25 18:00:00;8853,374;8509,308;8372,766;8645,850
2024-11-25 19:00:00;8538,142;7993,937;7857,395;8130,479
2024-11-25 20:00:00;8022,332;7457,188;7320,646;7593,729
2024-11-25 21:00:00;7496,528;7350,293;7213,751;7486,835
2024-11-25 22:00:00;7254,284;6870,724;6734,182;7007,266
2024-11-25 23:00:00;6837,683;6496,583;6360,041;6633,125
2024-11-26 00:00:00;6554,145;6266,527;6129,985;6403,069
2024-11-26 01:00:00;6338,780;6401,257;6264,715;6537,799
2024-11-26 02:00:00;6243,847;6152,402;6015,860;6288,944
2024-11-26 03:00:00;6172,512;6263,572;6127,030;6400,114
2024-11-26 04:00:00;6331,753;7058,702;6922,160;7195,244
2024-11-26 05:00:00;7008,872;8157,015;8020,473;8293,558
2024-11-26 06:00:00;8194,693;8991,021;8854,479;9127,563
2024-11-26 07:00:00;9007,352;9187,862;9051,320;9324,404
2024-11-26 08:00:00;9186,310;9023,308;8886,766;9159,850
2024-11-26 09:00:00;9066,790;9049,561;8913,019;9186,103
2024-11-26 10:00:00;8959,635;8855,751;8719,209;8992,293
2024-11-26 11:00:00;8918,714;8701,074;8564,532;8837,616
2024-11-26 12:00:00;8803,337;8849,846;8713,304;8986,388
2024-11-26 13:00:00;8837,702;8963,184;8826,642;9099,726
2024-11-26 14:00:00;8755,331;8813,017;8676,475;8949,559
2024-11-26 15:00:00;8875,354;8993,488;8856,946;9130,030
2024-11-26 16:00:00;9100,009;9218,326;9081,784;9354,868
2024-11-26 17:00:00;9147,028;8995,017;8858,475;9131,559
2024-11-26 18:00:00;8994,620;8630,615;8494,073;8767,157
2024-11-26 19:00:00;8576,849;8017,775;7881,233;8154,317
2024-11-26 20:00:00;8110,874;7599,875;7463,333;7736,417
2024-11-26 21:00:00;7567,806;7348,139;7211,597;7484,681
2024-11-26 22:00:00;7291,251;6808,122;6671,580;6944,664
2024-11-26 23:00:00;6774,456;6451,076;6314,534;6587,618
2024-11-27 00:00:00;6520,777;6288,831;6152,289;6425,373
2024-11-27 01:00:00;6262,861;6195,455;6058,913;6331,997
2024-11-27 02:00:00;6146,917;6005,859;5869,317;6142,401
2024-11-27 03:00:00;6094,837;6325,562;6189,020;6462,104
2024-11-27 04:00:00;6287,079;7008,744;6872,202;7145,286
2024-11-27 05:00:00;7011,160;8046,817;7910,275;8183,359
2024-11-27 06:00:00;8216,442;9091,859;8955,317;9228,401
2024-11-27 07:00:00;9040,077;9396,509;9259,967;9533,051
2024-11-27 08:00:00;9302,868;9177,658;9041,116;9314,200
2024-11-27 09:00:00;9208,048;9075,709;8939,167;9212,251
2024-11-27 10:00:00;9119,790;9017,321;8880,779;9153,863
2024-11-27 11:00:00;8980,657;8840,321;8703,779;8976,863
2024-11-27 12:00:00;8732,720;8668,274;8531,732;8804,816
2024-11-27 13:00:00;8691,077;8609,104;8472,562;8745,646
2024-11-27 14:00:00;8655,801;8767,394;8630,852;8903,936
2024-11-27 15:00:00;8820,559;9194,262;9057,720;9330,804
2024-11-27 16:00:00;9129,043;9380,326;9243,784;9516,868
2024-11-27 17:00:00;9168,662;8900,724;8764,182;9037,266
2024-11-27 18:00:00;9011,313;8562,478;8425,936;8699,020
2024-11-27 19:00:00;8681,999;8308,808;8172,266;8445,350
2024-11-27 20:00:00;8176,156;7718,154;7581,612;7854,696
2024-11-27 21:00:00;7627,379;7268,812;7132,270;7405,354
2024-11-27 22:00:00;7356,977;6853,278;6716,736;6989,820
2024-11-27 23:00:00;6863,884;6666,739;6530,197;6803,281
2024-11-28 00:00:00;6649,106;6498,421;6361,879;6634,963
2024-11-28 01:00:00;6327,615;6202,614;6066,072;6339,156
2024-11-28 02:00:00;6236,581;6126,547;5990,005;6263,089
2024-11-28 03:00:00;6211,213;6491,887;6355,345;6628,429
2024-11-28 04:00:00;6337,758;7004,146;6867,604;7140,688
2024-11-28 05:00:00;6986,450;8040,879;7904,337;8177,421
2024-11-28 06:00:00;8097,237;8958,312;8821,771;9094,854
2024-11-28 07:00:00;8883,324;9067,808;8931,266;9204,350
2024-11-28 08:00:00;9217,493;9092,801;8956,259;9229,343
2024-11-28 09:00:00;9274,259;9478,505;9341,963;9615,047
2024-11-28 10:00:00;9491,297;9727,680;9591,138;9864,222
2024-11-28 11:00:00;9558,594;9338,219;9201,677;9474,761
2024-11-28 12:00:00;9574,665;9514,466;9377,924;9651,008
2024-11-28 13:00:00;9497,769;9584,178;9447,636;9720,720
2024-11-28 14:00:00;9343,070;9391,740;9255,198;9528,282
2024-11-28 15:00:00;9397,432;9437,539;9300,997;9574,081
2024-11-28 16:00:00;9501,922;9455,535;9318,993;9592,077
2024-11-28 17:00:00;9534,620;9425,180;9288,638;9561,722
2024-11-28 18:00:00;9356,217;9121,973;8985,431;9258,515
2024-11-28 19:00:00;9023,288;8489,556;8353,014;8626,098
2024-11-28 20:00:00;8593,785;7996,338;7859,796;8132,880
2024-11-28 21:00:00;8067,055;7897,884;7761,342;8034,426
2024-11-28 22:00:00;7790,519;7417,873;7281,331;7554,415
2024-11-28 23:00:00;7373,157;7075,559;6939,017;7212,101
2024-11-29 00:00:00;7133,197;6787,748;6651,206;6924,290
2024-11-29 01:00:00;6891,419;6834,710;6698,168;6971,252
2024-11-29 02:00:00;6787,852;6818,106;6681,564;6954,648
2024-11-29 03:00:00;6724,756;6872,334;6735,792;7008,876
2024-11-29 04:00:00;6863,415;7324,712;7188,170;7461,254
2024-11-29 05:00:00;7497,850;8542,417;8405,875;8678,959
2024-11-29 06:00:00;8555,426;9505,416;9368,874;9641,958
2024-11-29 07:00:00;9419,834;9778,963;9642,421;9915,505
2024-11-29 08:00:00;9711,007;9607,161;9470,619;9743,703
2024-11-29 09:00:00;9700,515;9725,996;9589,454;9862,538
2024-11-29 10:00:00;9629,421;9582,932;9446,390;9719,474
2024-11-29 11:00:00;9465,699;9139,534;9002,992;9276,076
2024-11-29 12:00:00;9206,675;9019,398;8882,856;9155,940
2024-11-29 13:00:00;9017,174;8884,029;8747,487;9020,571
2024-11-29 14:00:00;8970,664;9125,172;8988,630;9261,714
2024-11-29 15:00:00;9136,932;9526,380;9389,838;9662,922
2024-11-29 16:00:00;9338,859;9385,026;9248,484;9521,568
2024-11-29 17:00:00;9425,951;9110,140;8973,598;9246,682
2024-11-29 18:00:00;9221,087;8884,271;8747,729;9020,813
2024-11-29 19:00:00;8850,779;8503,469;8366,927;8640,011
2024-11-29 20:00:00;8355,479;7823,443;7686,901;7959,985
2024-11-29 21:00:00;7825,271;7464,851;7328,309;7601,393
2024-11-29 22:00:00;7637,882;7217,643;7081,101;7354,185
2024-11-29 23:00:00;7343,575;7323,174;7186,632;7459,716
2024-11-30 00:00:00;7064,078;6822,077;6685,535;6958,619
2024-11-30 01:00:00;6857,633;6630,141;6493,599;6766,683
2024-11-30 02:00:00;6691,132;6531,749;6395,207;6668,291
2024-11-30 03:00:00;6590,867;6720,202;6583,660;6856,744
2024-11-30 04:00:00;6623,921;6963,867;6827,325;7100,409
2024-11-30 05:00:00;6887,021;7389,558;7253,016;7526,100
2024-11-30 06:00:00;7211,394;7429,554;7293,012;7566,096
2024-11-30 07:00:00;7626,411;7830,593;7694,051;7967,135
2024-11-30 08:00:00;7873,891;8110,060;7973,518;8246,602
2024-11-30 09:00:00;7800,549;7749,037;7612,495;7885,579
2024-11-30 10:00:00;7558,313;7075,571;6939,029;7212,113
2024-11-30 11:00:00;7288,906;6905,347;6768,805;7041,889
2024-11-30 12:00:00;7073,409;7200,042;7063,500;7336,584
2024-11-30 13:00:00;6998,819;7103,485;6966,943;7240,027
2024-11-30 14:00:00;7132,716;7393,146;7256,604;7529,688
2024-11-30 15:00:00;7521,707;8022,971;7886,429;8159,513
2024-11-30 16:00:00;7902,258;8058,960;7922,418;8195,502
2024-11-30 17:00:00;8138,351;7968,874;7832,332;8105,416
2024-11-30 18:00:00;8049,532;7869,705;7733,163;8006,247
2024-11-30 19:00:00;7814,404;7538,050;7401,508;7674,592
2024-11-30 20:00:00;7545,197;7156,170;7019,628;7292,712
2024-11-30 21:00:00;7243,384;7191,431;7054,889;7327,973
2024-11-30 22:00:00;7237,841;6992,606;6856,064;7129,148
2024-11-30 23:00:00;6898,710;6634,502;6497,960;6771,044
2024-12-01 00:00:00;6694,113;6366,237;6229,695;6502,779
2024-12-01 01:00:00;6427,989;6353,924;6217,382;6490,466
2024-12-01 02:00:00;6324,838;6304,099;6167,557;6440,641
2024-12-01 03:00:00;6169,160;6121,937;5985,395;6258,479
2024-12-01 04:00:00;6213,026;6393,995;6257,453;6530,537
2024-12-01 05:00:00;6424,560;6934,022;6797,480;7070,564
2024-12-01 06:00:00;6645,259;6860,700;6724,158;6997,242
2024-12-01 07:00:00;6955,186;7033,728;6897,186;7170,270
2024-12-01 08:00:00;7176,017;7302,498;7165,956;7439,040
2024-12-01 09:00:00;7195,395;7234,768;7098,226;7371,310
2024-12-01 10:00:00;7163,361;6986,152;6849,610;7122,694
2024-12-01 11:00:00;7058,888;6853,201;6716,659;6989,743
2024-12-01 12:00:00;6778,177;6652,245;6515,703;6788,787
2024-12-01 13:00:00;6646,435;6536,549;6400,007;6673,091
2024-12-01 14:00:00;6724,830;7084,755;6948,213;7221,297
2024-12-01 15:00:00;7022,751;7564,708;7428,167;7701,250
2024-12-01 16:00:00;7421,040;7567,377;7430,835;7703,919
2024-12-01 17:00:00;7645,536;7518,491;7381,949;7655,033
2024-12-01 18:00:00;7662,207;7595,842;7459,300;7732,384
2024-12-01 19:00:00;7541,302;7368,497;7231,955;7505,039
2024-12-01 20:00:00;7268,342;6886,735;6750,193;7023,277
2024-12-01 21:00:00;6962,333;6890,528;6753,986;7027,070
2024-12-01 22:00:00;7002,892;6771,523;6634,981;6908,065
2024-12-01 23:00:00;6663,402;6427,927;6291,385;6564,469
2024-12-02 00:00:00;6469,916;6233,128;6096,586;6369,670
2024-12-02 01:00:00;6212,357;6157,060;6020,518;6293,602
2024-12-02 02:00:00;6132,475;6053,094;5916,552;6189,636
2024-12-02 03:00:00;6148,091;6342,611;6206,069;6479,153
2024-12-02 04:00:00;6403,924;7129,854;6993,312;7266,396
2024-12-02 05:00:00;7194,149;8280,023;8143,481;8416,565
2024-12-02 06:00:00;8388,369;9202,440;9065,898;9338,982
2024-12-02 07:00:00;9279,472;9600,183;9463,641;9736,725
2024-12-02 08:00:00;9531,756;9419,543;9283,001;9556,085
2024-12-02 09:00:00;9271,266;8953,539;8816,997;9090,081
2024-12-02 10:00:00;9046,137;8754,428;8617,886;8890,970
2024-12-02 11:00:00;8777,198;8538,445;8401,903;8674,987
2024-12-02 12:00:00;8555,084;8511,721;8375,179;8648,263
2024-12-02 13:00:00;8633,769;8782,863;8646,321;8919,405
2024-12-02 14:00:00;8761,208;9094,271;8957,729;9230,813
2024-12-02 15:00:00;9106,069;9401,111;9264,569;9537,653
2024-12-02 16:00:00;9386,359;9416,891;9280,349;9553,433
2024-12-02 17:00:00;9423,211;9244,449;9107,907;9380,991
2024-12-02 18:00:00;9237,810;8921,432;8784,890;9057,974
2024-12-02 19:00:00;8895,966;8354,004;8217,462;8490,546
2024-12-02 20:00:00;8394,209;7805,474;7668,932;7942,016
2024-12-02 21:00:00;7863,759;7725,299;7588,757;7861,841
2024-12-02 22:00:00;7601,655;7173,729;7037,187;7310,271
2024-12-02 23:00:00;7132,190;6742,135;6605,593;6878,677
2024-12-03 00:00:00;6880,630;6656,937;6520,395;6793,479
2024-12-03 01:00:00;6605,940;6575,957;6439,415;6712,499
2024-12-03 02:00:00;6504,404;6403,017;6266,475;6539,559
2024-12-03 03:00:00;6442,619;6600,434;6463,892;6736,976
2024-12-03 04:00:00;6556,170;7230,351;7093,809;7366,893
2024-12-03 05:00:00;7296,120;8409,875;8273,333;8546,417
2024-12-03 06:00:00;8488,174;9414,418;9277,876;9550,960
2024-12-03 07:00:00;9326,675;9591,627;9455,085;9728,169
2024-12-03 08:00:00;9707,437;9566,536;9429,994;9703,078
2024-12-03 09:00:00;9742,558;9726,072;9589,530;9862,614
2024-12-03 10:00:00;9711,962;9700,007;9563,465;9836,549
2024-12-03 11:00:00;9612,429;9407,713;9271,171;9544,255
2024-12-03 12:00:00;9390,634;9230,735;9094,193;9367,277
2024-12-03 13:00:00;9432,579;9501,833;9365,291;9638,375
2024-12-03 14:00:00;9402,726;9616,900;9480,358;9753,442
2024-12-03 15:00:00;9499,582;9597,854;9461,312;9734,396
2024-12-03 16:00:00;9683,367;9671,621;9535,079;9808,163
2024-12-03 17:00:00;9638,963;9407,193;9270,651;9543,735
2024-12-03 18:00:00;9456,688;9099,569;8963,027;9236,111
2024-12-03 19:00:00;9038,456;8539,184;8402,642;8675,726
2024-12-03 20:00:00;8539,738;7970,097;7833,555;8106,639
2024-12-03 21:00:00;7968,549;7660,074;7523,532;7796,616
2024-12-03 22:00:00;7689,687;7170,098;7033,556;7306,640
2024-12-03 23:00:00;7211,172;6954,791;6818,249;7091,333
2024-12-04 00:00:00;6899,128;6657,592;6521,050;6794,134
2024-12-04 01:00:00;6617,632;6421,043;6284,501;6557,585
2024-12-04 02:00:00;6535,658;6431,773;6295,231;6568,315
2024-12-04 03:00:00;6478,263;6735,508;6598,966;6872,050
2024-12-04 04:00:00;6700,389;7439,682;7303,140;7576,224
2024-12-04 05:00:00;7400,890;8387,664;8251,122;8524,206
2024-12-04 06:00:00;8629,634;9525,199;9388,657;9661,741
2024-12-04 07:00:00;9437,145;9811,333;9674,791;9947,875
2024-12-04 08:00:00;9706,944;9598,957;9462,415;9735,499
2024-12-04 09:00:00;9540,001;9351,436;9214,894;9487,978
2024-12-04 10:00:00;9403,472;9197,961;9061,419;9334,503
2024-12-04 11:00:00;9334,490;9185,479;9048,938;9322,021
2024-12-04 12:00:00;9142,256;9154,928;9018,386;9291,470
2024-12-04 13:00:00;9155,093;9173,850;9037,308;9310,392
2024-12-04 14:00:00;9169,952;9246,343;9109,801;9382,885
2024-12-04 15:00:00;9377,562;9580,000;9443,458;9716,542
2024-12-04 16:00:00;9644,326;9856,425;9719,883;9992,967
2024-12-04 17:00:00;9735,407;9607,182;9470,640;9743,724
2024-12-04 18:00:00;9564,843;9089,019;8952,477;9225,561
2024-12-04 19:00:00;9213,523;8688,100;8551,558;8824,642
2024-12-04 20:00:00;8695,179;8189,433;8052,891;8325,975
2024-12-04 21:00:00;8216,560;8029,731;7893,189;8166,273
2024-12-04 22:00:00;7948,330;7471,163;7334,621;7607,705
2024-12-04 23:00:00;7469,150;7132,134;6995,592;7268,676
2024-12-05 00:00:00;7176,917;6906,581;6770,039;7043,123
2024-12-05 01:00:00;6941,353;6908,853;6772,311;7045,395
2024-12-05 02:00:00;6853,447;6825,528;6688,986;6962,070
2024-12-05 03:00:00;6866,047;7039,410;6902,868;7175,952
2024-12-05 04:00:00;7075,784;7733,069;7596,527;7869,611
2024-12-05 05:00:00;7827,626;8946,689;8810,147;9083,231
2024-12-05 06:00:00;9018,459;9981,218;9844,676;10117,760
2024-12-05 07:00:00;9863,737;10114,587;9978,045;10251,129
2024-12-05 08:00:00;10061,314;9794,092;9657,550;9930,634
2024-12-05 09:00:00;9645,072;9377,334;9240,792;9513,876
2024-12-05 10:00:00;9281,302;9054,135;8917,593;9190,677
2024-12-05 11:00:00;8983,144;8675,353;8538,811;8811,895
2024-12-05 12:00:00;8687,526;8550,250;8413,708;8686,792
2024-12-05 13:00:00;8754,989;8928,608;8792,066;9065,150
2024-12-05 14:00:00;8953,099;9356,801;9220,259;9493,343
2024-12-05 15:00:00;9349,662;9672,977;9536,435;9809,519
2024-12-05 16:00:00;9787,154;9931,146;9794,604;10067,688
2024-12-05 17:00:00;9781,994;9511,727;9375,185;9648,269
2024-12-05 18:00:00;9618,133;9230,140;9093,598;9366,682
2024-12-05 19:00:00;9276,736;8886,977;8750,435;9023,519
2024-12-05 20:00:00;8816,325;8300,768;8164,226;8437,310
2024-12-05 21:00:00;8318,383;8063,402;7926,860;8199,944
2024-12-05 22:00:00;8056,799;7630,443;7493,901;7766,985
2024-12-05 23:00:00;7583,067;7318,548;7182,006;7455,090
2024-12-06 00:00:00;7220,775;6871,540;6734,998;7008,082
2024-12-06 01:00:00;6926,075;6786,962;6650,420;6923,504
2024-12-06 02:00:00;6802,657;6788,586;6652,044;6925,128
2024-12-06 03:00:00;6773,686;6961,568;6825,026;7098,110
2024-12-06 04:00:00;6873,870;7393,363;7256,821;7529,905
2024-12-06 05:00:00;7456,126;8365,638;8229,096;8502,180
2024-12-06 06:00:00;8470,441;9322,121;9185,579;9458,663
2024-12-06 07:00:00;9354,880;9761,906;9625,364;9898,448
2024-12-06 08:00:00;9817,971;9802,449;9665,907;9938,991
2024-12-06 09:00:00;9943,943;9939,181;9802,639;10075,723
2024-12-06 10:00:00;9967,962;9882,059;9745,517;10018,601
2024-12-06 11:00:00;9742,088;9370,842;9234,300;9507,384
2024-12-06 12:00:00;9377,674;9171,790;9035,248;9308,332
2024-12-06 13:00:00;9169,375;9164,803;9028,261;9301,345
2024-12-06 14:00:00;8946,320;9005,371;8868,829;9141,913
2024-12-06 15:00:00;8972,197;9056,786;8920,244;9193,328
2024-12-06 16:00:00;9166,852;9265,142;9128,600;9401,684
2024-12-06 17:00:00;9209,760;9086,633;8950,091;9223,175
2024-12-06 18:00:00;8918,637;8471,537;8334,995;8608,079
2024-12-06 19:00:00;8535,873;8006,217;7869,675;8142,759
2024-12-06 20:00:00;8104,562;7665,004;7528,462;7801,546
2024-12-06 21:00:00;7568,015;7367,573;7231,031;7504,115
2024-12-06 22:00:00;7399,717;6966,720;6830,178;7103,262
2024-12-06 23:00:00;6980,092;6705,242;6568,700;6841,784
2024-12-07 00:00:00;6777,049;6558,913;6422,371;6695,455
2024-12-07 01:00:00;6452,546;6312,592;6176,050;6449,134
2024-12-07 02:00:00;6315,260;6208,077;6071,535;6344,619
2024-12-07 03:00:00;6172,773;6198,532;6061,990;6335,074
2024-12-07 04:00:00;6168,292;6460,242;6323,700;6596,784
2024-12-07 05:00:00;6474,353;7061,111;6924,569;7197,653
2024-12-07 06:00:00;6857,362;7255,517;7118,975;7392,059
2024-12-07 07:00:00;7320,750;7562,797;7426,255;7699,339
2024-12-07 08:00:00;7623,196;7727,273;7590,731;7863,815
2024-12-07 09:00:00;7639,653;7608,983;7472,441;7745,525
2024-12-07 10:00:00;7530,411;7265,500;7128,958;7402,042
2024-12-07 11:00:00;7371,990;7093,954;6957,412;7230,496
2024-12-07 12:00:00;7209,221;7292,592;7156,050;7429,134
2024-12-07 13:00:00;7328,138;7514,253;7377,711;7650,795
2024-12-07 14:00:00;7473,205;7761,169;7624,627;7897,711
2024-12-07 15:00:00;7723,065;8050,514;7913,972;8187,056
2024-12-07 16:00:00;7970,920;8039,999;7903,457;8176,541
2024-12-07 17:00:00;8042,130;7808,978;7672,436;7945,520
2024-12-07 18:00:00;7833,658;7555,083;7418,541;7691,625
2024-12-07 19:00:00;7547,608;7320,715;7184,173;7457,257
2024-12-07 20:00:00;7271,470;6969,112;6832,570;7105,654
2024-12-07 21:00:00;6908,365;6737,534;6600,992;6874,076
2024-12-07 22:00:00;6821,887;6456,045;6319,503;6592,587
2024-12-07 23:00:00;6437,305;6242,804;6106,262;6379,346
2024-12-08 00:00:00;6180,646;5900,941;5764,399;6037,483
2024-12-08 01:00:00;5884,819;5701,412;5564,870;5837,954
2024-12-08 02:00:00;5782,080;5733,603;5597,061;5870,145
2024-12-08 03:00:00;5671,495;5758,844;5622,302;5895,386
2024-12-08 04:00:00;5700,685;5985,179;5848,637;6121,721
2024-12-08 05:00:00;5922,296;6368,982;6232,440;6505,524
2024-12-08 06:00:00;6131,500;6321,744;6185,202;6458,286
2024-12-08 07:00:00;6542,964;6762,437;6625,895;6898,979
2024-12-08 08:00:00;6946,504;7218,698;7082,156;7355,240
2024-12-08 09:00:00;7383,384;7733,183;7596,641;7869,725
2024-12-08 10:00:00;7699,427;7797,976;7661,434;7934,518
2024-12-08 11:00:00;7893,278;7804,812;7668,271;7941,354
2024-12-08 12:00:00;7821,993;7880,523;7743,981;8017,065
2024-12-08 13:00:00;7692,136;7571,778;7435,236;7708,320
2024-12-08 14:00:00;7552,232;7552,266;7415,724;7688,808
2024-12-08 15:00:00;7556,170;7750,173;7613,631;7886,715
2024-12-08 16:00:00;7731,655;7826,716;7690,174;7963,258
2024-12-08 17:00:00;7861,906;7803,321;7666,779;7939,863
2024-12-08 18:00:00;7829,545;7720,302;7583,760;7856,844
2024-12-08 19:00:00;7680,825;7456,089;7319,547;7592,631
2024-12-08 20:00:00;7365,665;6946,325;6809,783;7082,867
2024-12-08 21:00:00;7006,176;6889,093;6752,551;7025,635
2024-12-08 22:00:00;7010,381;6800,548;6664,006;6937,090
2024-12-08 23:00:00;6661,802;6418,262;6281,720;6554,804
2024-12-09 00:00:00;6462,629;6103,885;5967,343;6240,427
2024-12-09 01:00:00;6219,569;6168,251;6031,709;6304,793
2024-12-09 02:00:00;6180,077;6264,713;6128,171;6401,255
2024-12-09 03:00:00;6136,648;6278,237;6141,695;6414,779
2024-12-09 04:00:00;6359,263;6942,842;6806,300;7079,384
2024-12-09 05:00:00;7155,457;8273,465;8136,923;8410,007
2024-12-09 06:00:00;8420,668;9492,776;9356,234;9629,318
2024-12-09 07:00:00;9426,627;9962,470;9825,928;10099,012
2024-12-09 08:00:00;9790,674;9663,082;9526,540;9799,624
2024-12-09 09:00:00;9922,143;9865,090;9728,548;10001,632
2024-12-09 10:00:00;10029,797;10105,660;9969,118;10242,202
2024-12-09 11:00:00;10022,459;9903,633;9767,091;10040,175
2024-12-09 12:00:00;9916,361;9857,550;9721,008;9994,092
2024-12-09 13:00:00;9929,023;9856,163;9719,621;9992,705
2024-12-09 14:00:00;9906,570;10000,906;9864,364;10137,448
2024-12-09 15:00:00;9906,644;10008,941;9872,399;10145,483
2024-12-09 16:00:00;10003,274;9944,482;9807,940;10081,024
2024-12-09 17:00:00;9976,188;9763,807;9627,265;9900,349
2024-12-09 18:00:00;9694,071;9287,437;9150,895;9423,979
2024-12-09 19:00:00;9321,881;8797,311;8660,769;8933,853
2024-12-09 20:00:00;8825,258;8282,738;8146,196;8419,280
2024-12-09 21:00:00;8221,626;7961,442;7824,900;8097,984
2024-12-09 22:00:00;7923,519;7408,121;7271,579;7544,663
2024-12-09 23:00:00;7434,342;7100,148;6963,606;7236,690
2024-12-10 00:00:00;7243,406;7101,562;6965,021;7238,104
2024-12-10 01:00:00;6948,698;6897,931;6761,389;7034,473
2024-12-10 02:00:00;6823,540;6608,330;6471,788;6744,872
