"Header & Timestamp";"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12"
"aktualisiert";"2025-10-29";"2025-10-29";"2025-10-29";"2025-10-29";"2025-10-29";"2025-10-29";"2025-10-29";"2025-10-29";"2025-10-29";"2025-10-29";"2025-10-29";"2025-10-29"
"TS_ID";"#999020";"#999011";"#999006";"#999008";"#999009";"#999007";"#999010";"#999014";"#999015";"#999019";"#999016";"#999013"
"ZA";"h";"h";"h";"h";"h";"h";"h";"h";"h";"h";"h";"h"
"KOMP";"Inlandstromverbrauch";"Exporte";"Netto-Stromerzeugung";"Netto-Stromerzeugung";"Netto-Stromerzeugung";"Netto-Stromerzeugung";"Netto-Stromerzeugung";"Netzabgabe";"Stromverbrauch";"Verbrauch f�r Pumpspeicherung (PSP)";"Netzverluste";"Importe"
"Gliederung1";"_";"_";"Hydr";"Hydr";"Kal";"Sonst";"Wind";"_";"_";"_";"_";"_"
"Gliederung2";"_";"_";"Lf";"Sp";"_";"_";"_";"_";"_";"_";"_";"_"
"Gliederung3";"_";"_";"EPL_10+";"EPL_10+";"EPL_10+";"_";"_";"_";"_";"_";"_";"_"
"VO";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr"
"REG";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT"
"N";"Ges";"Oef";"Oef";"Oef";"Oef";"Oef";"Oef";"Oef";"Oef";"Oef";"Oef";"Oef"
"EHB";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M"
"KAT";"V";"V";"A";"A";"A";"A";"A";"V";"V";"V";"V";"A"
"UNIT";"MW";"MW";"MW";"MW";"MW";"MW";"MW";"MW";"MW";"MW";"MW";"MW"
"2016-07-23 09:00:00";;"2621,284";"3365,614";"2442,998";"5,541";"1845,908";"32,63";"6165,886";"6502,926";"6,915";"337,04";"1438,434"
"2016-07-23 10:00:00";;"2903,923";"3312,076";"2730,494";"6,504";"1870,438";"24,601";"6304,379";"6659,517";"3,374";"355,138";"1622,701"
"2016-07-23 11:00:00";;"2752,699";"3282,439";"2589,087";"6,697";"1854,917";"18,545";"6416,751";"6785,646";"29,645";"368,895";"1816,305"
"2016-07-23 12:00:00";;"2857,567";"3201,111";"2334,954";"5,967";"1829,931";"9,732";"6241,41";"6614,459";"30,607";"373,049";"2120,939"
"2016-07-23 13:00:00";;"2592,755";"3108,649";"1764";"6,596";"1805,984";"4,873";"6072,709";"6444,838";"133,731";"372,129";"2481,222"
"2016-07-23 14:00:00";;"2584,656";"3100,598";"1592,248";"5,267";"1774,071";"4,7";"5991,017";"6348,205";"70,667";"357,189";"2526,644"
"2016-07-23 15:00:00";;"2436,332";"3082,644";"1445,658";"5,582";"1745,043";"5,51";"5957,018";"6306,747";"51,51";"349,729";"2510,152"
"2016-07-23 16:00:00";;"2346,223";"3115,258";"1670,233";"5,349";"1697,225";"11,025";"5909,364";"6251,073";"18,097";"341,709";"2116,304"
"2016-07-23 17:00:00";;"2356,56";"3207,971";"2141,82";"5,638";"1714,499";"14,842";"5944,516";"6281,679";"14,182";"337,162";"1567,651"
"2016-07-23 18:00:00";;"2636,636";"3324,818";"2446,291";"5,541";"1716,619";"25,99";"5856,548";"6184,594";"0,685";"328,046";"1302,656"
"2016-07-23 19:00:00";;"3182,251";"3316,499";"3099,73";"6,394";"1606,408";"23,428";"5605,681";"5926,716";"0,736";"321,035";"1057,244"
"2016-07-23 20:00:00";;"3024,138";"3296,543";"2861,336";"6,601";"1601,712";"37,363";"5538,424";"5862,052";"4,001";"323,628";"1086,635"
"2016-07-23 21:00:00";;"3311,27";"3295,363";"3158,729";"5,541";"1588,384";"54,487";"5452,615";"5776,668";"5,878";"324,052";"991,311"
"2016-07-23 22:00:00";;"3411,226";"3255,018";"3153,621";"5,596";"1582,885";"71,961";"5397,047";"5717,216";"5,132";"320,17";"1064,494"
"2016-07-23 23:00:00";;"2738,876";"3194,241";"2001,374";"3,905";"1541,807";"70,798";"4983,451";"5269,038";"8,655";"285,587";"1204,443"
"2016-07-24 00:00:00";;"2627,182";"3190,875";"1693,049";"3,633";"1532,141";"55,419";"4698,33";"4972,279";"346,924";"273,949";"1471,269"
"2016-07-24 01:00:00";;"3053,033";"3191,131";"1626,017";"5,27";"1521,494";"87,647";"4384,479";"4651,979";"147,187";"267,5";"1420,64"
"2016-07-24 02:00:00";;"2911,963";"3213,435";"1344,718";"4,397";"1525,227";"100,554";"4279,968";"4538,13";"157,448";"258,162";"1419,21"
"2016-07-24 03:00:00";;"3008,672";"3199,765";"1387,47";"3,465";"1526,267";"265,868";"4110,275";"4355,198";"222,418";"244,923";"1203,452"
"2016-07-24 04:00:00";;"3061,314";"3204,047";"1293,276";"3,809";"1514,598";"324,435";"4061,976";"4302,051";"246,22";"240,075";"1269,42"
"2016-07-24 05:00:00";;"2916,145";"3190,82";"1266,229";"5,407";"1483,768";"400,775";"4105,847";"4343,825";"360,205";"237,978";"1273,176"
"2016-07-24 06:00:00";;"2679,472";"3288,494";"1155,379";"3,327";"1468,281";"436,457";"4243,623";"4478,391";"397,342";"234,768";"1203,266"
"2016-07-24 07:00:00";;"2491,925";"3389,038";"1309,054";"2,49";"1596,835";"261,338";"4667,855";"4916,125";"259,054";"248,27";"1108,35"
"2016-07-24 08:00:00";;"2704,09";"3441,66";"1565,048";"1,981";"1693,328";"184,722";"4965,669";"5234,564";"125,283";"268,895";"1177,198"
"2016-07-24 09:00:00";;"2559,94";"3413,304";"1605,859";"2,79";"1739,23";"221,115";"5284,874";"5576,592";"95,518";"291,718";"1249,752"
"2016-07-24 10:00:00";;"2213,063";"3382,178";"1224,844";"12,301";"1780,106";"227,243";"5496,401";"5802,685";"279,418";"306,284";"1668,495"
"2016-07-24 11:00:00";;"2214,959";"3283,528";"1086,403";"12,905";"1818,659";"252,209";"5662,773";"5992,784";"409,792";"330,011";"2163,83"
"2016-07-24 12:00:00";;"2447,822";"3201,694";"1053,199";"14,235";"1795,766";"176,164";"5467,461";"5795,869";"475,828";"328,408";"2478,462"
"2016-07-24 13:00:00";;"2536,834";"3136,773";"1092,069";"16,324";"1766,012";"118,005";"5299,128";"5622,446";"388,955";"323,319";"2419,052"
"2016-07-24 14:00:00";;"2556,343";"3074,218";"1221,308";"6,686";"1706,744";"87,094";"5167,779";"5485,229";"404,051";"317,451";"2349,573"
"2016-07-24 15:00:00";;"2476,459";"3054,578";"1304,598";"6,66";"1684,916";"79,846";"5148,033";"5463,28";"341,485";"315,247";"2150,626"
"2016-07-24 16:00:00";;"2282,773";"3069,394";"1306,635";"6,47";"1658,04";"77,807";"5202,383";"5516,178";"441,266";"313,795";"2121,871"
"2016-07-24 17:00:00";;"2368,708";"3236,057";"1400,886";"7,534";"1654,221";"48,293";"5326,776";"5639,336";"281,393";"312,56";"1942,444"
"2016-07-24 18:00:00";;"2402,353";"3362,428";"1854,637";"7,06";"1678,714";"22,926";"5445,029";"5760,305";"10,624";"315,276";"1247,517"
"2016-07-24 19:00:00";;"2420,367";"3354,44";"2090,77";"6,128";"1562,845";"10,307";"5346,949";"5655,498";"9,122";"308,548";"1060,496"
"2016-07-24 20:00:00";;"2813,658";"3317,405";"2537,268";"5,46";"1579,013";"6,525";"5386,664";"5705,183";"5,611";"318,519";"1078,782"
"2016-07-24 21:00:00";;"3372,751";"3307,087";"3217,23";"6,197";"1595,571";"27,258";"5446,675";"5775,423";"5,167";"328,748";"999,999"
"2016-07-24 22:00:00";;"3723,818";"3267,926";"3523,252";"4,181";"1566,784";"48,671";"5424,147";"5753,057";"0,818";"328,91";"1066,88"
"2016-07-24 23:00:00";;"3184,054";"3200,643";"2609,677";"6,153";"1529,206";"81,676";"5011,065";"5304,546";"2,914";"293,481";"1064,159"
"2016-07-25 00:00:00";;"2780,327";"3051,265";"1732,135";"22,33";"1443,277";"87,321";"4769,24";"5027,675";"31,237";"258,435";"1502,911"
"2016-07-25 01:00:00";;"3139,501";"3022,485";"1827,189";"27,177";"1437,056";"73,354";"4490,029";"4741,33";"136,592";"251,301";"1630,162"
"2016-07-25 02:00:00";;"3191,343";"3017,667";"1843,185";"48,722";"1437,479";"110,782";"4405,99";"4650,53";"340,289";"244,539";"1724,327"
"2016-07-25 03:00:00";;"3041,17";"3019,579";"1502,531";"53,454";"1419,329";"120,629";"4264,234";"4500,885";"99,01";"236,651";"1525,543"
"2016-07-25 04:00:00";;"2667,775";"3020,463";"1158,483";"41,694";"1431,338";"169,633";"4390,222";"4630,548";"411,313";"240,325";"1888,024"
"2016-07-25 05:00:00";;"2716,831";"3061,16";"1470,48";"30,337";"1464,135";"173,482";"4892,476";"5147,413";"40,835";"254,937";"1705,484"
"2016-07-25 06:00:00";;"2213,988";"3223,725";"1918,569";"31,12";"1547,116";"130,851";"5806,868";"6103,473";"84,943";"296,605";"1551,023"
"2016-07-25 07:00:00";;"2867,784";"3294,139";"3472,665";"20,411";"1734,909";"74,407";"6665,069";"7057,498";"37,118";"392,43";"1365,87"
"2016-07-25 08:00:00";;"3049,214";"3227,588";"3974,531";"22,664";"1775,779";"53,929";"7133,425";"7563,52";"10,062";"430,095";"1568,305"
"2016-07-25 09:00:00";;"2657,004";"3205,458";"3669,246";"24,321";"1832,565";"58,309";"7319,44";"7758,732";"129,402";"439,291";"1755,238"
"2016-07-25 10:00:00";;"2490,544";"3189,89";"3455,305";"21,316";"1855,328";"29,342";"7483,305";"7928,356";"124,398";"445,051";"1992,117"
"2016-07-25 11:00:00";;"2136,478";"3106,757";"2676,444";"31,009";"1994,045";"22,443";"7655,104";"8111,081";"64,873";"455,978";"2481,735"
"2016-07-25 12:00:00";;"2079,231";"2981,417";"2637,192";"21,973";"1808,102";"32,101";"7496,54";"7954,256";"26,644";"457,716";"2579,345"
"2016-07-25 13:00:00";;"2008,321";"3011,026";"2338,512";"17,623";"1773,44";"37,294";"7483,13";"7940,814";"25,813";"457,684";"2797,052"
"2016-07-25 14:00:00";;"1948,236";"3074,678";"1947,54";"11,81";"1889,513";"45,83";"7393,721";"7841,445";"65,72";"447,724";"2886,029"
"2016-07-25 15:00:00";;"1895,942";"3095,31";"2215,828";"21,191";"1790,349";"66,21";"7345,209";"7783,422";"53,446";"438,212";"2543,921"
"2016-07-25 16:00:00";;"1664,619";"3174,924";"1985,512";"10,701";"1908,261";"50,719";"7250,567";"7667,1";"16,472";"416,533";"2218,074"
"2016-07-25 17:00:00";;"1755,801";"3249,992";"2376,31";"17,511";"1957,505";"112,21";"7170,088";"7573,583";"38,326";"403,495";"1654,182"
"2016-07-25 18:00:00";;"2609,232";"3362,704";"3281,91";"14,559";"1902,556";"160,762";"7004,333";"7411,968";"9,046";"407,635";"1307,756"
"2016-07-25 19:00:00";;"3356,137";"3405,403";"3944,81";"6,16";"1683,57";"249,74";"6682,341";"7079,424";"3,776";"397,083";"1149,653"
"2016-07-25 20:00:00";;"3256,735";"3410,646";"3628,563";"11,353";"1633,305";"278,852";"6413,683";"6789,186";"7,108";"375,503";"1090,31"
"2016-07-25 21:00:00";;"3204,216";"3405,596";"3442,494";"21,052";"1626,074";"332,553";"6260,616";"6623,126";"14,573";"362,51";"1014,146"
"2016-07-25 22:00:00";;"3037,865";"3381,158";"2931,502";"22,395";"1606,056";"330,128";"5970,46";"6305,815";"19,318";"335,356";"1091,76"
"2016-07-25 23:00:00";;"2824,918";"3356,061";"2033,91";"15,848";"1567,91";"306,289";"5451,755";"5750,043";"29,57";"298,287";"1324,513"
"2016-07-26 00:00:00";;"2592,122";"3251,528";"1302,903";"26,876";"1521,628";"369,26";"5149,871";"5426,435";"73,408";"276,564";"1619,771"
"2016-07-26 01:00:00";;"2732,757";"3249,197";"1147,631";"28,628";"1504,608";"374,217";"4825,498";"5084,665";"111,128";"259,167";"1624,269"
"2016-07-26 02:00:00";;"2518,182";"3260,939";"1083,72";"31,925";"1497,462";"367,435";"4703,432";"4954,123";"428,751";"250,691";"1659,573"
"2016-07-26 03:00:00";;"2445,516";"3272,332";"1086,306";"26,256";"1498,497";"383,731";"4591,497";"4835,732";"472,789";"244,236";"1486,914"
"2016-07-26 04:00:00";;"2319,175";"3285,336";"1113,558";"31,818";"1499,94";"371,106";"4684,065";"4933,371";"471,316";"249,306";"1422,104"
"2016-07-26 05:00:00";;"2450,434";"3316,138";"1190,812";"44,596";"1528,944";"365,829";"5066,482";"5331,605";"265,058";"265,123";"1600,777"
"2016-07-26 06:00:00";;"2116,955";"3420,192";"1459,088";"61,777";"1752,053";"355,133";"5843,547";"6137,683";"119,064";"294,136";"1325,458"
"2016-07-26 07:00:00";;"2881,659";"3520,147";"3117,994";"103,088";"1958,212";"342,713";"6655,989";"7024,345";"74,226";"368,356";"938,076"
"2016-07-26 08:00:00";;"3559,512";"3546,322";"4188,515";"81,308";"2022,826";"267,293";"7075,415";"7499,159";"6,894";"423,744";"959,301"
"2016-07-26 09:00:00";;"3066,067";"3561,404";"3705,918";"106,236";"2048,384";"264,38";"7226,636";"7650,76";"7,825";"424,124";"1038,33"
"2016-07-26 10:00:00";;"2730,763";"3555,163";"3305,146";"177,657";"2078,47";"169,263";"7401,514";"7830,119";"8,334";"428,605";"1283,517"
"2016-07-26 11:00:00";;"2765,961";"3529,023";"3258,565";"173,41";"2089,294";"154,364";"7515,944";"7955,194";"9,859";"439,25";"1526,357"
"2016-07-26 12:00:00";;"2168,924";"3402,681";"2150,64";"177,112";"1851,467";"193,79";"7381,876";"7806,719";"8,526";"424,842";"2208,478"
"2016-07-26 13:00:00";;"2030,942";"3390,919";"1780,692";"168,874";"1878,695";"164,608";"7326,644";"7749,894";"164,257";"423,25";"2561,304"
"2016-07-26 14:00:00";;"1779,409";"3387,759";"1608,022";"162,807";"1894,052";"184,647";"7259,584";"7665,318";"200,308";"405,734";"2407,75"
"2016-07-26 15:00:00";;"1666,886";"3372,799";"1416,691";"40,492";"1850,446";"308,054";"7193,889";"7589,902";"43,537";"396,013";"2311,842"
"2016-07-26 16:00:00";;"1990,71";"3376,166";"1830,215";"10,573";"1821,093";"571,587";"7099,122";"7483,6";"12,521";"384,479";"1877,197"
"2016-07-26 17:00:00";;"2260,551";"3449,1";"2549,971";"13,402";"1739,114";"588,66";"7021,238";"7403,975";"65,361";"382,737";"1389,639"
"2016-07-26 18:00:00";;"3134,464";"3555,99";"3540,313";"18,339";"1807,124";"493,659";"6884,303";"7276,425";"10,877";"392,122";"1006,34"
"2016-07-26 19:00:00";;"3398,13";"3605,741";"3751,244";"14,787";"1648,874";"384,085";"6599,122";"6973,978";"10,162";"374,856";"977,537"
"2016-07-26 20:00:00";;"3303,674";"3614,824";"3418,125";"14,951";"1601,82";"542,332";"6422,503";"6786,996";"10,99";"364,493";"909,608"
"2016-07-26 21:00:00";;"3305,329";"3611,562";"3254,943";"44,563";"1598,993";"572,224";"6256,933";"6613,793";"10,148";"356,86";"846,983"
"2016-07-26 22:00:00";;"2883,797";"3597,787";"2459,998";"53,912";"1604,882";"389,399";"5955,764";"6285,4";"10,413";"329,636";"1073,633"
"2016-07-26 23:00:00";;"2747,08";"3553,749";"1442,925";"49,15";"1561,917";"453,311";"5457,545";"5754,887";"48,086";"297,343";"1489"
"2016-07-27 00:00:00";;"2845,28";"3403,128";"1379,349";"60,833";"1527,254";"518,016";"5164,014";"5446,393";"48,909";"282,378";"1452,002"
"2016-07-27 01:00:00";;"2849,074";"3364,83";"1409,849";"53,06";"1509,474";"446,754";"4888,2";"5153,512";"196,533";"265,312";"1415,151"
"2016-07-27 02:00:00";;"2887,445";"3365,838";"1420,889";"57,747";"1492,569";"395,494";"4760,686";"5019,009";"211,674";"258,323";"1385,591"
"2016-07-27 03:00:00";;"2948,58";"3344,062";"1576,792";"47,764";"1488,676";"258,078";"4631,324";"4884,982";"452,56";"253,659";"1570,751"
"2016-07-27 04:00:00";;"2814,682";"3323,997";"1499,011";"47,969";"1478,155";"246,504";"4723,82";"4980,532";"474,816";"256,713";"1674,395"
"2016-07-27 05:00:00";;"2453,227";"3359,126";"1333,747";"39,828";"1488,856";"211,986";"5109,811";"5381,503";"429,018";"271,692";"1830,205"
"2016-07-27 06:00:00";;"2028,854";"3440,151";"1488,299";"102,776";"1568,317";"115,056";"5929,656";"6234,746";"72,921";"305,091";"1621,921"
"2016-07-27 07:00:00";;"2607,883";"3525,251";"3126,39";"53,508";"1776,243";"68,451";"6716,834";"7089,39";"14,034";"372,556";"1161,464"
"2016-07-27 08:00:00";;"2960,183";"3558,114";"3616,478";"202,921";"1895,837";"26,519";"7128,166";"7542,003";"9,469";"413,837";"1211,786"
"2016-07-27 09:00:00";;"2473,674";"3531,184";"3114,159";"240,12";"1965,84";"14,882";"7286,288";"7697,682";"8,007";"411,394";"1313,178"
"2016-07-27 10:00:00";;"2292,403";"3540,392";"2891,141";"239,18";"1838,281";"9,735";"7431,912";"7853,551";"163,169";"421,639";"1790,394"
"2016-07-27 11:00:00";;"2185,388";"3485,987";"2375,575";"230,567";"1909,224";"7,982";"7553,523";"7985,425";"173,419";"431,901";"2334,897"
"2016-07-27 12:00:00";;"2393,871";"3378,18";"2178,224";"219,984";"1871,948";"11,768";"7447,279";"7875,189";"177,682";"427,91";"2786,638"
"2016-07-27 13:00:00";;"2016,627";"3334,581";"1538,379";"80,05";"1780,07";"17,051";"7478,919";"7911,292";"242,806";"432,373";"3420,594"
"2016-07-27 14:00:00";;"1948,106";"3300,982";"1648,677";"29,971";"1752,232";"19,313";"7474,929";"7904,729";"168,373";"429,8";"3270,033"
"2016-07-27 15:00:00";;"1901,636";"3302,559";"1499,573";"30,312";"1695,986";"42,384";"7424,013";"7847,587";"53,701";"423,574";"3232,11"
"2016-07-27 16:00:00";;"1886,714";"3318,321";"1543,939";"34,644";"1683,394";"49,252";"7291,01";"7708,392";"44,237";"417,383";"3009,793"
"2016-07-27 17:00:00";;"1899,941";"3361,901";"1778,561";"25,296";"1659,758";"46,612";"7207,809";"7614,874";"106";"407,065";"2748,687"
"2016-07-27 18:00:00";;"2295,49";"3477,204";"2294,135";"27,764";"1773,094";"29,89";"7012,385";"7402,657";"9,411";"390,271";"2105,472"
"2016-07-27 19:00:00";;"2782,907";"3534,381";"2910,113";"31,301";"1688,507";"113,699";"6663,375";"7039,413";"8,709";"376,038";"1553,028"
"2016-07-27 20:00:00";;"2690,904";"3528,728";"2704,5";"39,69";"1684,555";"141,091";"6438,273";"6817,491";"27,103";"379,218";"1436,934"
"2016-07-27 21:00:00";;"2896,275";"3500,305";"2808,96";"56,562";"1673,795";"58,771";"6173,467";"6544,619";"46,548";"371,152";"1389,048"
"2016-07-27 22:00:00";;"3051,212";"3465,689";"2351,884";"55,642";"1642,662";"143,068";"5921,789";"6277,902";"33,798";"356,113";"1703,967"
"2016-07-27 23:00:00";;"2766,487";"3445,289";"1352,951";"59,499";"1590,694";"229,897";"5448,751";"5769,955";"92,767";"321,203";"1950,878"
"2016-07-28 00:00:00";;"2656,728";"3339,468";"1393,14";"59,689";"1551";"228,108";"5185,985";"5498,376";"392,426";"312,391";"1976,125"
"2016-07-28 01:00:00";;"2955,915";"3324,819";"1307,11";"58,286";"1534,765";"469,778";"4863,592";"5162,031";"468,158";"298,438";"1891,346"
"2016-07-28 02:00:00";;"3045,59";"3316,905";"1222,401";"49,076";"1527,696";"755,724";"4740,414";"5024,586";"589,561";"284,172";"1787,934"
"2016-07-28 03:00:00";;"2824,909";"3323,789";"1169,181";"39,355";"1528,212";"643,831";"4576,721";"4848,131";"811,456";"271,41";"1780,127"
"2016-07-28 04:00:00";;"2707,077";"3344,194";"1324,457";"43,121";"1532,636";"377,386";"4672,236";"4941,011";"636,947";"268,775";"1663,241"
"2016-07-28 05:00:00";;"2370,166";"3337,096";"1107,18";"39,033";"1546,245";"306,596";"5103,944";"5386,181";"558,13";"282,238";"1978,328"
"2016-07-28 06:00:00";;"1869,227";"3538,011";"1183,247";"33,727";"1555,809";"303,918";"5905,16";"6214,76";"450,635";"309,6";"1919,91"
"2016-07-28 07:00:00";;"1907,055";"3638,773";"1911,704";"41,553";"1751,023";"291,38";"6689,985";"7046,687";"137,443";"356,702";"1456,752"
"2016-07-28 08:00:00";;"2625,304";"3647,693";"2808,388";"50,061";"1814,486";"296,435";"7085,463";"7471,865";"19,048";"386,402";"1499,154"
"2016-07-28 09:00:00";;"2686,432";"3640,299";"2748,915";"50,412";"1852,133";"359,027";"7253,811";"7651,985";"14,042";"398,174";"1701,674"
"2016-07-28 10:00:00";;"2851,712";"3632,518";"2733,438";"43,929";"1892,782";"346,231";"7400,237";"7813,393";"13,717";"413,156";"2029,922"
"2016-07-28 11:00:00";;"2661,247";"3537,169";"2620,917";"54,195";"1906,409";"213,197";"7565,159";"7992,515";"16,448";"427,356";"2338,322"
"2016-07-28 12:00:00";;"2750,011";"3417,108";"2351,253";"55,718";"1846,381";"149,561";"7367,001";"7792,763";"13,313";"425,761";"2736,064"
"2016-07-28 13:00:00";;"2804,712";"3364,95";"2532,635";"51,858";"1813,703";"174,728";"7357,312";"7783,896";"18,513";"426,584";"2669,248"
"2016-07-28 14:00:00";;"2525,141";"3368,02";"2135,628";"53,509";"1792,861";"151,021";"7248,397";"7659,678";"19,051";"411,281";"2702,831"
"2016-07-28 15:00:00";;"1997,404";"3374,041";"1366,351";"48,579";"1812,118";"197,744";"7214,288";"7619,674";"90,334";"405,387";"2908,58"
"2016-07-28 16:00:00";;"1885,685";"3413,956";"1339,517";"54,972";"1772,847";"186,939";"7094,55";"7495,066";"198,386";"400,516";"2810,907"
"2016-07-28 17:00:00";;"1964,912";"3460,529";"1671,159";"52,927";"1788,011";"143,446";"7030,819";"7428,466";"72,713";"397,648";"2350,019"
"2016-07-28 18:00:00";;"2288,727";"3583,902";"2307,004";"52,81";"1802,525";"178,284";"6819,435";"7205,047";"13,089";"385,612";"1582,338"
"2016-07-28 19:00:00";;"2371,332";"3652,464";"2492,611";"50,188";"1692,334";"124,372";"6544,415";"6914,664";"13,719";"370,249";"1287,744"
"2016-07-28 20:00:00";;"2557,559";"3666,714";"2366,699";"40,743";"1700,886";"180,265";"6308,594";"6668,839";"9,966";"360,245";"1281,056"
"2016-07-28 21:00:00";;"2546,231";"3646,317";"2156,916";"51,614";"1657,039";"205,667";"6132,145";"6476,83";"12,767";"344,685";"1318,274"
"2016-07-28 22:00:00";;"2767,859";"3527,2";"1748,898";"60,546";"1628,705";"287,025";"5860,5";"6192,764";"33,262";"332,264";"1741,512"
"2016-07-28 23:00:00";;"2883,205";"3494,431";"1184,558";"51,03";"1588,172";"342,893";"5398,45";"5702,67";"71,682";"304,22";"1996,472"
"2016-07-29 00:00:00";;"2979,404";"3419,756";"1249,658";"59,813";"1561,398";"229,953";"5127,514";"5423,558";"135,809";"296,044";"2018,192"
"2016-07-29 01:00:00";;"3054,596";"3330,524";"1478,102";"46,173";"1532,166";"239,458";"4842,769";"5122,219";"177,826";"279,451";"1728,217"
"2016-07-29 02:00:00";;"3009,886";"3328,48";"1299,507";"54,917";"1513,413";"196,046";"4723,965";"4999,438";"180,378";"275,473";"1797,338"
"2016-07-29 03:00:00";;"2776,507";"3335,118";"1105,759";"57,903";"1516,889";"218,906";"4582,611";"4845,131";"379,07";"262,519";"1766,132"
"2016-07-29 04:00:00";;"2624,59";"3331,594";"1198,089";"66,485";"1517,759";"204,804";"4651,456";"4914,458";"369,346";"263,002";"1589,665"
"2016-07-29 05:00:00";;"2771,784";"3391,428";"1505,877";"56,044";"1526,957";"196,143";"5062,571";"5341,259";"101,461";"278,688";"1538,055"
"2016-07-29 06:00:00";;"2541,322";"3503,934";"1783,513";"48,345";"1571,081";"235,953";"5842,649";"6152,651";"21,128";"310,002";"1572,276"
"2016-07-29 07:00:00";;"2914,532";"3608,47";"2942,383";"44,78";"1758,554";"184,544";"6595,89";"6958,327";"12,899";"362,436";"1347,026"
"2016-07-29 08:00:00";;"3468,503";"3603,818";"3904,258";"32,449";"1806,274";"106,662";"6967,003";"7369,612";"9,332";"402,609";"1393,984"
"2016-07-29 09:00:00";;"3500,949";"3598,216";"3980,239";"41,844";"1899,197";"84,275";"7153,001";"7579,199";"9,028";"426,198";"1485,406"
"2016-07-29 10:00:00";;"2948,452";"3584,1";"3157,525";"34,117";"1930,487";"132,218";"7238,455";"7653,317";"11,258";"414,862";"1774,579"
"2016-07-29 11:00:00";;"2942,58";"3458,635";"2963,054";"29,5";"1902,816";"193,18";"7330,663";"7750,069";"9,02";"419,406";"2154,483"
"2016-07-29 12:00:00";;"2908,053";"3327,353";"2252,091";"30,858";"1873,521";"228,846";"7114,327";"7525,651";"11,175";"411,324";"2732,209"
"2016-07-29 13:00:00";;"2791,614";"3317,046";"1457,104";"31,057";"1851,04";"415,87";"6980,437";"7375,089";"192,961";"394,652";"3287,547"
"2016-07-29 14:00:00";;"2890,668";"3309,208";"1410,636";"27,652";"1846,841";"437,59";"6847,296";"7236,667";"274,747";"389,371";"3370,154"
"2016-07-29 15:00:00";;"2779,632";"3295,886";"1303,024";"34,355";"1821,905";"508,713";"6762,561";"7139,404";"351,797";"376,844";"3306,951"
"2016-07-29 16:00:00";;"2831,031";"3290,172";"1544,321";"45,445";"1791,347";"423,173";"6707,461";"7081,475";"104,209";"374,013";"2922,257"
"2016-07-29 17:00:00";;"2835,472";"3330,355";"2074,436";"37,1";"1756,717";"359,028";"6705,327";"7071,904";"18,152";"366,577";"2367,892"
"2016-07-29 18:00:00";;"2901,213";"3431,688";"2396,672";"37,17";"1757,508";"387,024";"6565,917";"6922,489";"16,157";"356,572";"1829,796"
"2016-07-29 19:00:00";;"3316,269";"3482,481";"3154,793";"40,848";"1649,298";"269,728";"6250,729";"6595,66";"10,089";"344,931";"1324,87"
"2016-07-29 20:00:00";;"3164,274";"3476,423";"2786,703";"37,728";"1627,812";"222,652";"6047,028";"6377,008";"6,67";"329,98";"1396,634"
"2016-07-29 21:00:00";;"3439,874";"3468,519";"2979,738";"48,068";"1613,886";"236,356";"5925,79";"6252,494";"6,103";"326,704";"1351,904"
"2016-07-29 22:00:00";;"3301,2";"3361,999";"2542,704";"44,186";"1565,227";"236,948";"5741,909";"6053,807";"10,565";"311,898";"1614,508"
"2016-07-29 23:00:00";;"3431,505";"3246,922";"2168,75";"44,28";"1533,032";"251,994";"5244,617";"5535,921";"13,25";"291,303";"1735,698"
"2016-07-30 00:00:00";;"3122,456";"3140,337";"1382,471";"39,704";"1508,303";"195,399";"4932,396";"5209,986";"27,881";"277,591";"2094,11"
"2016-07-30 01:00:00";;"2786,897";"3077,172";"1080,359";"48,818";"1500,47";"119,255";"4630,917";"4896,519";"568,186";"265,602";"2425,527"
"2016-07-30 02:00:00";;"2742,783";"3069,879";"978,594";"57,325";"1490,128";"62,31";"4492,778";"4750,92";"466,329";"258,142";"2301,796"
"2016-07-30 03:00:00";;"2797,568";"3060,286";"882,586";"53,375";"1476,568";"27,649";"4341,357";"4595,238";"536,132";"253,882";"2428,474"
"2016-07-30 04:00:00";;"2758,361";"3052,591";"997,688";"47,424";"1469,472";"15,263";"4324,691";"4573,899";"559,03";"249,208";"2308,851"
"2016-07-30 05:00:00";;"2743,148";"3020,785";"851,704";"60,884";"1461,624";"10,664";"4464,853";"4720,659";"316,424";"255,806";"2374,57"
"2016-07-30 06:00:00";;"2462,268";"3107,947";"920,266";"40,279";"1479,01";"16,204";"4801,871";"5067,539";"402,39";"265,668";"2368,49"
"2016-07-30 07:00:00";;"2277,842";"3236,61";"1133,691";"44,549";"1634,97";"17,607";"5320,817";"5607,898";"356,445";"287,081";"2174,758"
"2016-07-30 08:00:00";;"2532,442";"3355,346";"1455,669";"48,189";"1727,172";"9,885";"5737,834";"6057,201";"229,569";"319,367";"2222,95"
